cddep|cdpays|cdpost|idville|lbville
67|FRA|67140|27467|Eichhoffen
67|FRA|67670|27468|Mommenheim
67|FRA|67280|27469|Niederhaslach
67|FRA|67110|27470|Windstein
67|FRA|67400|27471|Illkirch-Graffenstaden
67|FRA|67630|27472|Lauterbourg
67|FRA|67480|27473|Rœschwoog
67|FRA|67330|27474|Neuwiller-lès-Saverne
67|FRA|67140|27475|Itterswiller
67|FRA|67600|27476|Sélestat
67|FRA|67390|27477|Heidolsheim
67|FRA|67350|27478|Grassendorf
67|FRA|67130|27479|Grandfontaine
67|FRA|67440|27480|Jetterswiller
67|FRA|67120|27481|Dachstein
67|FRA|67370|27482|Schnersheim
67|FRA|67130|27483|Schirmeck
67|FRA|67250|27484|Hunspach
67|FRA|67150|27485|Hindisheim
67|FRA|67360|27486|Morsbronn-les-Bains
67|FRA|67230|27487|Rossfeld
67|FRA|67580|27488|Mertzwiller
67|FRA|67150|27489|Gerstheim
67|FRA|67290|27490|Wimmenau
67|FRA|67210|27491|Goxwiller
67|FRA|67220|27492|Fouchy
67|FRA|67370|27493|Willgottheim
67|FRA|67230|27494|Sermersheim
67|FRA|67600|27495|Ebersmunster
67|FRA|67202|27496|Wolfisheim
67|FRA|67600|27497|Muttersholtz
67|FRA|67270|27498|Melsheim
67|FRA|67260|27499|Hinsingen
67|FRA|67170|27500|Olwisheim
67|FRA|67150|27501|Uttenheim
67|FRA|67680|27502|Epfig
67|FRA|67480|27503|Rountzenheim
67|FRA|67420|27504|Colroy-la-Roche
67|FRA|67130|27505|Waldersbach
67|FRA|67330|27506|Ernolsheim-lès-Saverne
67|FRA|67800|27507|Hœnheim
67|FRA|67206|27508|Mittelhausbergen
67|FRA|67230|27509|Westhouse
67|FRA|67170|27510|Hochstett
67|FRA|67190|27511|Dinsheim-sur-Bruche
67|FRA|67320|27512|Drulingen
67|FRA|67280|27513|Urmatt
67|FRA|67220|27514|Breitenbach
67|FRA|67330|27515|Obersoultzbach
67|FRA|67120|27516|Soultz-les-Bains
67|FRA|67150|27517|Schaeffersheim
67|FRA|67150|27518|Erstein
67|FRA|67990|27519|Osthoffen
67|FRA|67320|27520|Asswiller
67|FRA|67390|27521|Mackenheim
67|FRA|67390|27522|Bœsenbiesen
67|FRA|67920|27523|Sundhouse
67|FRA|67190|27524|Gresswiller
67|FRA|67190|27525|Grendelbruch
67|FRA|67790|27526|Steinbourg
67|FRA|67650|27527|Blienschwiller
67|FRA|67120|27528|Ergersheim
67|FRA|67700|27529|Maennolsheim
67|FRA|67170|27530|Kriegsheim
67|FRA|67270|27531|Lixhausen
67|FRA|67480|27532|Kauffenheim
67|FRA|67350|27533|Niedermodern
67|FRA|67270|27534|Wilwisheim
67|FRA|67650|27535|Dieffenthal
67|FRA|67480|27536|Leutenheim
67|FRA|67670|27537|Wittersheim
67|FRA|67730|27538|Châtenois
67|FRA|67290|27539|Tieffenbach
67|FRA|67290|27540|Struth
67|FRA|67140|27541|Le Hohwald
67|FRA|67350|27542|Schalkendorf
67|FRA|67480|27543|Fort-Louis
67|FRA|67140|27544|Bourgheim
67|FRA|67340|27545|Reipertswiller
67|FRA|67600|27546|Kintzheim
67|FRA|67360|27547|Dieffenbach-lès-Wœrth
67|FRA|67114|27548|Eschau
67|FRA|67170|27549|Brumath
67|FRA|67970|27550|Oermingen
67|FRA|67580|27551|Forstheim
67|FRA|67240|27552|Schirrhoffen
67|FRA|67330|27553|Kirrwiller
67|FRA|67510|27554|Wingen
67|FRA|67270|27555|Alteckendorf
67|FRA|67210|27556|Bernardswiller
67|FRA|67500|27557|Weitbruch
67|FRA|67270|27558|Geiswiller
67|FRA|67470|27559|Crœttwiller
67|FRA|67610|27560|La Wantzenau
67|FRA|67520|27561|Kirchheim
67|FRA|67310|27562|Zeinheim
67|FRA|67640|27563|Fegersheim
67|FRA|67270|27564|Schaffhouse-sur-Zorn
67|FRA|67220|27565|Neuve-Église
67|FRA|67110|27566|Oberbronn
67|FRA|67820|27567|Wittisheim
67|FRA|67720|27568|Weyersheim
67|FRA|67340|27569|Ingwiller
67|FRA|67230|27570|Witternheim
67|FRA|67340|27571|Menchhoffen
67|FRA|67520|27572|Kuttolsheim
67|FRA|67440|27573|Hengwiller
67|FRA|67116|27574|Reichstett
67|FRA|67360|27575|Langensoultzbach
67|FRA|67850|27576|Herrlisheim
67|FRA|67290|27577|Volksberg
67|FRA|67440|27578|Birkenwald
67|FRA|67270|27579|Duntzenheim
67|FRA|67440|27580|Reutenbourg
67|FRA|67500|27581|Haguenau
67|FRA|67270|27582|Durningen
67|FRA|67350|27583|La Walck
67|FRA|67700|27584|Ottersthal
67|FRA|67330|27585|Issenhausen
67|FRA|67440|27586|Reinhardsmunster
67|FRA|67700|27587|Saint-Jean-Saverne
67|FRA|67600|27588|Orschwiller
67|FRA|67113|27589|Blaesheim
67|FRA|67117|27590|Furdenheim
67|FRA|67117|27591|Quatzenheim
67|FRA|67330|27592|Niedersoultzbach
67|FRA|67160|27593|Steinseltz
67|FRA|67320|27594|Hirschland
67|FRA|67120|27595|Ernolsheim-Bruche
67|FRA|67203|27596|Oberschaeffolsheim
67|FRA|67420|27597|Saint-Blaise-la-Roche
67|FRA|67420|27598|Ranrupt
67|FRA|67220|27599|Saint-Pierre-Bois
67|FRA|67520|27600|Wangen
67|FRA|67370|27601|Griesheim-sur-Souffel
67|FRA|67130|27602|Belmont
67|FRA|67370|27603|Berstett
67|FRA|67130|27604|Neuviller-la-Roche
67|FRA|67310|27605|Allenwiller
67|FRA|67320|27606|Rexingen
67|FRA|67207|27607|Niederhausbergen
67|FRA|67190|27608|Mutzig
67|FRA|67240|27609|Schirrhein
67|FRA|67600|27610|Bindernheim
67|FRA|67600|27611|Mussig
67|FRA|67420|27612|Saulxures
67|FRA|67120|27613|Duppigheim
67|FRA|67350|27614|Mulhausen
67|FRA|67430|27615|Diemeringen
67|FRA|67420|27616|Saales
67|FRA|67260|27617|Sarrewerden
67|FRA|67710|27618|Wangenbourg-Engenthal
67|FRA|67204|27619|Achenheim
67|FRA|67600|27620|Ebersheim
67|FRA|67250|27621|Keffenach
67|FRA|67210|27622|Griesheim-près-Molsheim
67|FRA|67430|27623|Lorentzen
67|FRA|67110|27624|Gundershoffen
67|FRA|67110|27625|Uttenhoffen
67|FRA|67730|27626|La Vancelle
67|FRA|67580|27627|Mietesheim
67|FRA|67120|27628|Wolxheim
67|FRA|67290|27629|Erckartswiller
67|FRA|67270|27630|Schwindratzheim
67|FRA|67250|27631|Oberrœdern
67|FRA|67320|27632|Berg
67|FRA|67320|27633|Thal-Drulingen
67|FRA|67680|27634|Nothalten
67|FRA|67480|27635|Neuhaeusel
67|FRA|67350|27636|Morschwiller
67|FRA|67770|27637|Sessenheim
67|FRA|67570|27638|Rothau
67|FRA|67350|27639|Ettendorf
67|FRA|67530|27640|Ottrott
67|FRA|67320|27641|Gungwiller
67|FRA|67380|27642|Lingolsheim
67|FRA|67440|27643|Salenthal
67|FRA|67140|27644|Zellwiller
67|FRA|67500|27645|Batzendorf
67|FRA|67630|27646|Niederlauterbach
67|FRA|67490|27647|Friedolsheim
67|FRA|67700|27648|Gottenhouse
67|FRA|67440|27649|Schwenheim
67|FRA|67210|27650|Valff
67|FRA|67170|27651|Rottelsheim
67|FRA|67170|27652|Berstheim
67|FRA|67220|27653|Neubois
67|FRA|67140|27654|Bernardvillé
67|FRA|67480|27655|Auenheim
67|FRA|67310|27656|Knœrsheim
67|FRA|67350|27657|Uhrwiller
67|FRA|67390|27658|Elsenheim
67|FRA|67650|27659|Dambach-la-Ville
67|FRA|67700|27660|Landersheim
67|FRA|67490|27661|Printzheim
67|FRA|67160|27662|Rott
67|FRA|67220|27663|Albé
67|FRA|67390|27664|Bootzheim
67|FRA|67350|27665|Uberach
67|FRA|67340|27666|Sparsbach
67|FRA|67160|27667|Wissembourg
67|FRA|67230|27668|Herbsheim
67|FRA|67880|27669|Krautergersheim
67|FRA|67250|27670|Preuschdorf
67|FRA|67160|27671|Oberlauterbach
67|FRA|67250|27672|Stundwiller
67|FRA|67130|27673|Solbach
67|FRA|67160|27674|Drachenbronn-Birlenbach
67|FRA|67310|27675|Dahlenheim
68|FRA|68560|27676|Ruederbach
68|FRA|68480|27677|Courtavon
68|FRA|68310|27678|Wittelsheim
68|FRA|68640|27679|Steinsoultz
68|FRA|68440|27680|Habsheim
68|FRA|68116|27681|Guewenheim
68|FRA|68000|27682|Colmar
68|FRA|68420|27683|Gueberschwihr
68|FRA|68560|27684|Hirsingue
68|FRA|68480|27685|Linsdorf
68|FRA|68720|27686|Hochstatt
68|FRA|68640|27687|Muespach-le-Haut
68|FRA|68640|27688|Muespach
68|FRA|68190|27689|Raedersheim
68|FRA|68580|27690|Friesen
68|FRA|68680|27691|Kembs
68|FRA|68700|27692|Aspach-le-Bas
68|FRA|68440|27693|Dietwiller
68|FRA|68490|27694|Hombourg
68|FRA|68720|27695|Illfurth
68|FRA|68130|27696|Carspach
68|FRA|68480|27697|Biederthal
68|FRA|68740|27698|Nambsheim
68|FRA|68130|27699|Hundsbach
68|FRA|68730|27700|Ranspach-le-Bas
68|FRA|68920|27701|Wettolsheim
68|FRA|68130|27702|Altkirch
68|FRA|68230|27703|Zimmerbach
68|FRA|68290|27704|Rimbach-près-Masevaux
68|FRA|68730|27705|Blotzheim
68|FRA|68480|27706|Winkel
68|FRA|68250|27707|Westhalten
68|FRA|68700|27708|Michelbach
68|FRA|68230|27709|Wasserbourg
68|FRA|68600|27710|Neuf-Brisach
68|FRA|68690|27711|Moosch
68|FRA|68480|27712|Mœrnach
68|FRA|68210|27713|Fulleren
68|FRA|68250|27714|Rouffach
68|FRA|68490|27715|Bantzenheim
68|FRA|68510|27716|Magstatt-le-Haut
68|FRA|68480|27717|Pfetterhouse
68|FRA|68340|27718|Zellenberg
68|FRA|68210|27719|Montreux-Vieux
68|FRA|68990|27720|Heimsbrunn
68|FRA|68800|27721|Leimbach
68|FRA|68970|27722|Illhaeusern
68|FRA|68680|27723|Niffer
68|FRA|68440|27724|Schlierbach
68|FRA|68500|27725|Jungholtz
68|FRA|68720|27726|Zillisheim
68|FRA|68720|27727|Spechbach-le-Haut
68|FRA|68950|27728|Reiningue
68|FRA|68220|27729|Knœringue
68|FRA|68280|27730|Andolsheim
68|FRA|68340|27731|Riquewihr
68|FRA|68510|27732|Kappelen
68|FRA|68720|27733|Spechbach-le-Bas
68|FRA|68121|27734|Urbès
68|FRA|68210|27735|Gommersdorf
68|FRA|68700|27736|Aspach-le-Haut
68|FRA|68560|27737|Bettendorf
68|FRA|68210|27738|Buethwiller
68|FRA|68128|27739|Village-Neuf
68|FRA|68590|27740|Thannenkirch
68|FRA|68480|27741|Bendorf
68|FRA|68610|27742|Lautenbach
68|FRA|68480|27743|Lutter
68|FRA|68210|27744|Elbach
68|FRA|68570|27745|Soultzmatt
68|FRA|68210|27746|Retzwiller
68|FRA|68480|27747|Lucelle
68|FRA|68290|27748|Oberbruck
68|FRA|68500|27749|Berrwiller
68|FRA|68480|27750|Vieux-Ferrette
68|FRA|68380|27751|Sondernach
68|FRA|68210|27752|Manspach
68|FRA|68480|27753|Sondersdorf
68|FRA|68220|27754|Buschwiller
68|FRA|68150|27755|Ostheim
68|FRA|68480|27756|Ligsdorf
68|FRA|68230|27757|Niedermorschwihr
68|FRA|68760|27758|Goldbach-Altenbach
68|FRA|68740|27759|Blodelsheim
68|FRA|68960|27760|Henflingen
68|FRA|68280|27761|Sundhoffen
68|FRA|68620|27762|Bitschwiller-lès-Thann
68|FRA|68280|27763|Logelheim
68|FRA|68130|27764|Heiwiller
68|FRA|68150|27765|Aubure
68|FRA|68250|27766|Munwiller
68|FRA|68540|27767|Bollwiller
68|FRA|68740|27768|Rustenhart
68|FRA|68750|27769|Bergheim
68|FRA|68130|27770|Hausgauen
68|FRA|68260|27771|Kingersheim
68|FRA|68127|27772|Biltzheim
68|FRA|68720|27773|Eglingen
68|FRA|68290|27774|Bourbach-le-Bas
68|FRA|68128|27775|Rosenau
68|FRA|68510|27776|Helfrantzkirch
68|FRA|68118|27777|Hirtzbach
68|FRA|68570|27778|Osenbach
68|FRA|68960|27779|Willer
68|FRA|68640|27780|Feldbach
68|FRA|68480|27781|Kœstlach
68|FRA|68780|27782|Mortzwiller
68|FRA|68210|27783|Saint-Ulrich
68|FRA|68740|27784|Munchhouse
68|FRA|68480|27785|Levoncourt
68|FRA|68870|27786|Bartenheim
68|FRA|68290|27787|Bourbach-le-Haut
68|FRA|68440|27788|Steinbrunn-le-Bas
68|FRA|68128|27789|Saint-Louis
68|FRA|68220|27790|Hésingue
68|FRA|68780|27791|Diefmatten
68|FRA|68210|27792|Altenach
68|FRA|68270|27793|Ruelisheim
68|FRA|68720|27794|Tagolsheim
68|FRA|68480|27795|Wolschwiller
68|FRA|68470|27796|Husseren-Wesserling
68|FRA|68380|27797|Breitenbach-Haut-Rhin
68|FRA|68140|27798|Soultzeren
68|FRA|68230|27799|Turckheim
68|FRA|68210|27800|Balschwiller
68|FRA|68600|27801|Biesheim
68|FRA|68290|27802|Sickert
68|FRA|68390|27803|Battenheim
68|FRA|68320|27804|Fortschwihr
68|FRA|68600|27805|Geiswasser
68|FRA|68920|27806|Wintzenheim
68|FRA|68110|27807|Illzach
68|FRA|68040|27808|Ingersheim
68|FRA|68220|27809|Michelbach-le-Haut
68|FRA|68250|27810|Gundolsheim
68|FRA|68220|27811|Liebenswiller
68|FRA|68210|27812|Chavannes-sur-l'Étang
68|FRA|68640|27813|Riespach
68|FRA|68220|27814|Hagenthal-le-Haut
68|FRA|68480|27815|Ferrette
68|FRA|68960|27816|Oberdorf
68|FRA|68320|27817|Riedwihr
68|FRA|68350|27818|Didenheim
68|FRA|68270|27819|Wittenheim
68|FRA|68850|27820|Staffelfelden
68|FRA|68790|27821|Morschwiller-le-Bas
68|FRA|68210|27822|Saint-Cosme
68|FRA|68210|27823|Eteimbes
68|FRA|68550|27824|Saint-Amarin
68|FRA|68420|27825|Herrlisheim-près-Colmar
68|FRA|68490|27826|Chalampé
68|FRA|68480|27827|Kiffis
68|FRA|68470|27828|Fellering
68|FRA|68210|27829|Traubach-le-Haut
68|FRA|68580|27830|Strueth
68|FRA|68440|27831|Landser
68|FRA|68220|27832|Attenschwiller
68|FRA|68210|27833|Ballersdorf
68|FRA|68780|27834|Sternenberg
68|FRA|68760|27835|Willer-sur-Thur
68|FRA|68320|27836|Jebsheim
68|FRA|68160|27837|Sainte-Marie-aux-Mines
68|FRA|68600|27838|Hettenschlag
68|FRA|68700|27839|Steinbach
68|FRA|68470|27840|Ranspach
68|FRA|68650|27841|Lapoutroie
68|FRA|68140|27842|Munster
68|FRA|68130|27843|Tagsdorf
68|FRA|68820|27844|Wildenstein
68|FRA|68210|27845|Magny
68|FRA|68500|27846|Issenheim
68|FRA|68440|27847|Eschentzwiller
68|FRA|68130|27848|Wahlbach
68|FRA|68800|27849|Vieux-Thann
68|FRA|68210|27850|Romagny
68|FRA|68520|27851|Schweighouse-Thann
68|FRA|68220|27852|Hégenheim
68|FRA|68130|27853|Wittersdorf
68|FRA|68420|27854|Husseren-les-Châteaux
68|FRA|68780|27855|Bretten
68|FRA|68240|27856|Sigolsheim
68|FRA|68580|27857|Hindlingen
68|FRA|68210|27858|Valdieu-Lutran
68|FRA|68650|27859|Le Bonhomme
68|FRA|68510|27860|Stetten
68|FRA|68210|27861|Traubach-le-Bas
68|FRA|68220|27862|Ranspach-le-Haut
68|FRA|68480|27863|Oltingue
68|FRA|68130|27864|Zaessingue
68|FRA|68600|27865|Wolfgantzen
68|FRA|68480|27866|Durlinsdorf
68|FRA|68125|27867|Houssen
68|FRA|68250|27868|Oberentzen
68|FRA|68320|27869|Grussenheim
68|FRA|68250|27870|Niederhergheim
68|FRA|68130|27871|Jettingen
68|FRA|68320|27872|Artzenheim
68|FRA|68480|27873|Oberlarg
68|FRA|68640|27874|Waldighofen
68|FRA|68230|27875|Soultzbach-les-Bains
68|FRA|68420|27876|Hattstatt
68|FRA|68320|27877|Holtzwihr
68|FRA|68500|27878|Orschwihr
68|FRA|68130|27879|Walheim
68|FRA|68280|27880|Appenwihr
68|FRA|68700|27881|Wattwiller
68|FRA|68700|27882|Uffholtz
68|FRA|68700|27883|Cernay
68|FRA|68210|27884|Wolfersdorf
68|FRA|68320|27885|Urschenheim
68|FRA|68150|27886|Hunawihr
68|FRA|68230|27887|Katzenthal
68|FRA|68590|27888|Saint-Hippolyte
68|FRA|68480|27889|Raedersdorf
68|FRA|68500|27890|Merxheim
68|FRA|68240|27891|Kaysersberg
68|FRA|68510|27892|Magstatt-le-Bas
68|FRA|68720|27893|Flaxlanden
68|FRA|68720|27894|Heidwiller
68|FRA|68780|27895|Soppe-le-Haut
68|FRA|68440|27896|Steinbrunn-le-Haut
68|FRA|68220|27897|Wentzwiller
68|FRA|68160|27898|Sainte-Croix-aux-Mines
68|FRA|68140|27899|Luttenbach-près-Munster
68|FRA|68290|27900|Sewen
68|FRA|68590|27901|Rodern
68|FRA|68780|27902|Soppe-le-Bas
68|FRA|68220|27903|Hagenthal-le-Bas
68|FRA|68320|27904|Durrenentzen
68|FRA|68320|27905|Baltzenheim
68|FRA|68600|27906|Algolsheim
68|FRA|68220|27907|Folgensbourg
68|FRA|68770|27908|Ammerschwihr
68|FRA|68380|27909|Muhlbach-sur-Munster
68|FRA|68470|27910|Mitzach
68|FRA|68470|27911|Mollau
68|FRA|68800|27912|Thann
68|FRA|68150|27913|Ribeauville
68|FRA|68440|27914|Zimmersheim
68|FRA|68630|27915|Mittelwihr
68|FRA|68480|27916|Durmenach
68|FRA|68590|27917|Rorschwihr
68|FRA|68580|27918|Bisel
68|FRA|68510|27919|Sierentz
68|FRA|68420|27920|Vœgtlinshoffen
68|FRA|68580|27921|Ueberstrass
68|FRA|68380|27922|Mittlach
68|FRA|68380|27923|Metzeral
68|FRA|68600|27924|Dessenheim
68|FRA|68890|27925|Meyenheim
68|FRA|68330|27926|Huningue
68|FRA|68890|27927|Réguisheim
68|FRA|68290|27928|Kirchberg
68|FRA|68740|27929|Rumersheim-le-Haut
68|FRA|68230|27930|Walbach
68|FRA|68480|27931|Bouxwiller
68|FRA|68510|27932|Rantzwiller
68|FRA|68420|27933|Obermorschwihr
68|FRA|68210|27934|Gildwiller
68|FRA|68600|27935|Vogelgrun
68|FRA|68580|27936|Seppois-le-Bas
68|FRA|68980|27937|Beblenheim
68|FRA|68190|27938|Ensisheim
68|FRA|68250|27939|Pfaffenheim
68|FRA|68550|27940|Malmerspach
68|FRA|68690|27941|Geishouse
68|FRA|68210|27942|Hecken
68|FRA|68610|27943|Lautenbachzell
68|FRA|68480|27944|Liebsdorf
68|FRA|68230|27945|Wihr-au-Val
68|FRA|68520|27946|Burnhaupt-le-Bas
68|FRA|68190|27947|Ungersheim
68|FRA|68250|27948|Oberhergheim
68|FRA|68360|27949|Soultz-Haut-Rhin
68|FRA|68370|27950|Orbey
68|FRA|68290|27951|Niederbruck
68|FRA|68320|27952|Bischwihr
68|FRA|68490|27953|Petit-Landau
68|FRA|68127|27954|Sainte-Croix-en-Plaine
68|FRA|68480|27955|Bettlach
68|FRA|68600|27956|Weckolsheim
68|FRA|68490|27957|Ottmarsheim
68|FRA|68600|27958|Obersaasheim
68|FRA|68800|27959|Roderen
68|FRA|68140|27960|Gunsbach
68|FRA|68970|27961|Guémar
68|FRA|68500|27962|Rimbachzell
68|FRA|68500|27963|Rimbach-près-Guebwiller
68|FRA|68210|27964|Falkwiller
68|FRA|68210|27965|Mertzen
68|FRA|68400|27966|Riedisheim
68|FRA|68530|27967|Buhl
68|FRA|68560|27968|Heimersdorf
68|FRA|68740|27969|Hirtzfelden
68|FRA|68130|27970|Franken
68|FRA|68740|27971|Fessenheim
68|FRA|68470|27972|Storckensohn
68|FRA|68290|27973|Masevaux
68|FRA|68130|27974|Emlingen
68|FRA|68720|27975|Frœningen
68|FRA|68220|27976|Neuwiller
68|FRA|68210|27977|Bernwiller
68|FRA|68660|27978|Lièpvre
68|FRA|68290|27979|Lauw
68|FRA|68290|27980|Dolleren
68|FRA|68720|27981|Saint-Bernard
68|FRA|68600|27982|Volgelsheim
68|FRA|68480|27983|Roppentzwiller
68|FRA|68180|27984|Horbourg-Wihr
68|FRA|68220|27985|Leymen
68|FRA|68910|27986|Labaroche
68|FRA|68210|27987|Bellemagny
68|FRA|68140|27988|Griesbach-au-Val
68|FRA|68350|27989|Brunstatt
68|FRA|68140|27990|Eschbach-au-Val
68|FRA|68440|27991|Bruebach
68|FRA|68600|27992|Heiteren
68|FRA|68510|27993|Uffheim
68|FRA|68500|27994|Bergholtzzell
68|FRA|68510|27995|Geispitzen
68|FRA|68500|27996|Wuenheim
68|FRA|68120|27997|Pfastatt
68|FRA|68390|27998|Sausheim
68|FRA|68580|27999|Largitzen
68|FRA|68720|28000|Luemschwiller
68|FRA|68510|28001|Kœtzingue
68|FRA|68990|28002|Galfingue
68|FRA|68730|28003|Michelbach-le-Bas
68|FRA|68140|28004|Stosswihr
68|FRA|68320|28005|Kunheim
68|FRA|68130|28006|Obermorschwiller
68|FRA|68630|28007|Bennwihr
68|FRA|68540|28008|Feldkirch
68|FRA|68210|28009|Guevenatten
68|FRA|68960|28010|Grentzingen
68|FRA|68740|28011|Balgau
68|FRA|68480|28012|Werentzhouse
68|FRA|68250|28013|Niederentzen
68|FRA|68210|28014|Bréchaumont
68|FRA|68120|28015|Richwiller
68|FRA|68210|28016|Montreux-Jeune
68|FRA|68800|28017|Rammersmatt
68|FRA|68830|28018|Oderen
68|FRA|68170|28019|Rixheim
68|FRA|68520|28020|Burnhaupt-le-Haut
68|FRA|68210|28021|Ammerzwiller
68|FRA|68130|28022|Berentzwiller
68|FRA|68130|28023|Schwoben
68|FRA|68500|28024|Hartmannswiller
68|FRA|68840|28025|Pulversheim
68|FRA|68610|28026|Linthal
68|FRA|68320|28027|Wickerschwihr
68|FRA|68210|28028|Dannemarie
68|FRA|68460|28029|Lutterbach
68|FRA|68780|28030|Sentheim
68|FRA|68210|28031|Hagenbach
68|FRA|68140|28032|Hohrod
68|FRA|68390|28033|Baldersheim
68|FRA|68420|28034|Eguisheim
68|FRA|68530|28035|Murbach
68|FRA|68500|28036|Guebwiller
68|FRA|68740|28037|Roggenhouse
68|FRA|68320|28038|Muntzenheim
68|FRA|68870|28039|Brinckheim
68|FRA|68500|28040|Bergholtz
68|FRA|68290|28041|Wegscheid
68|FRA|68320|28042|Widensolen
68|FRA|68580|28043|Seppois-le-Haut
68|FRA|68580|28044|Mooslargue
68|FRA|68130|28045|Aspach
68|FRA|68480|28046|Fislis
68|FRA|68660|28047|Rombach-le-Franc
68|FRA|68240|28048|Fréland
68|FRA|68100-68200|28049|Mulhouse
68|FRA|68510|28050|Waltenheim
68|FRA|68820|28051|Kruth
68|FRA|68240|28052|Kientzheim
69|FRA|69600|28053|Oullins
69|FRA|42800|28054|Saint-Maurice-sur-Dargoire
69|FRA|69290|28055|Grézieu-la-Varenne
69|FRA|69470|28056|Thel
69|FRA|69240|28057|Mardore
69|FRA|69270|28058|Cailloux-sur-Fontaines
69|FRA|69220|28059|Saint-Jean-d'Ardières
69|FRA|69170|28060|Saint-Clément-sur-Valsonne
69|FRA|69580|28061|Sathonay-Village
69|FRA|69250|28062|Albigny-sur-Saône
69|FRA|69510|28063|Soucieu-en-Jarrest
69|FRA|69380|28064|Marcilly-d'Azergues
69|FRA|69970|28065|Marennes
69|FRA|69250|28066|Neuville-sur-Saône
69|FRA|69210|28067|Éveux
69|FRA|69400|28068|Arnas
69|FRA|69240|28069|Thizy
69|FRA|69440|28070|Saint-Didier-sous-Riverie
69|FRA|69170|28071|Affoux
69|FRA|69420|28072|Condrieu
69|FRA|69490|28073|Olmes
69|FRA|69520|28074|Grigny
69|FRA|69210|28075|Chevinay
69|FRA|69610|28076|Souzy
69|FRA|69170|28077|Saint-Appolinaire
69|FRA|69660|28078|Collonges-au-Mont-d'Or
69|FRA|69380|28079|Lissieu
69|FRA|69200|28080|Vénissieux
69|FRA|69470|28081|Cours-la-Ville
69|FRA|69850|28082|Saint-Martin-en-Haut
69|FRA|69790|28083|Propières
69|FRA|69260|28084|Charbonnières-les-Bains
69|FRA|69210|28085|Saint-Pierre-la-Palud
69|FRA|69280|28086|Sainte-Consorce
69|FRA|69610|28087|Halles
69|FRA|69460|28088|Saint-Étienne-la-Varenne
69|FRA|69330|28089|Jonage
69|FRA|69400|28090|Villefranche-sur-Saône
69|FRA|69160|28091|Tassin-la-Demi-Lune
69|FRA|69550|28092|Saint-Jean-la-Bussière
69|FRA|69790|28093|Azolette
69|FRA|69480|28094|Lucenay
69|FRA|69330|28095|Pusignan
69|FRA|69410|28096|Champagne-au-Mont-d'Or
69|FRA|69790|28097|Saint-Igny-de-Vers
69|FRA|69770|28098|Montrottier
69|FRA|69780|28099|Mions
69|FRA|69560|28100|Sainte-Colombe
69|FRA|69770|28101|Chambost-Longessaigne
69|FRA|69430|28102|Ardillats
69|FRA|69690|28103|Bibost
69|FRA|69640|28104|Ville-sur-Jarnioux
69|FRA|69124|28105|Colombier-Saugnieu
69|FRA|69490|28106|Saint-Forgeux
69|FRA|69430|28107|Lantignié
69|FRA|69870|28108|Saint-Nizier-d'Azergues
69|FRA|69420|28109|Haies
69|FRA|69510|28110|Rontalon
69|FRA|69960|28111|Corbas
69|FRA|69780|28112|Saint-Pierre-de-Chandieu
69|FRA|69400|28113|Gleizé
69|FRA|69300|28114|Caluire-et-Cuire
69|FRA|69220|28115|Cercié
69|FRA|69690|28116|Brullioles
69|FRA|69480|28117|Pommiers
69|FRA|69170|28118|Valsonne
69|FRA|69240|28119|La Chapelle-de-Mardore
69|FRA|69480|28120|Marcy
69|FRA|69390|28121|Charly
69|FRA|69860|28122|Trades
69|FRA|69860|28123|Saint-Mamert
69|FRA|69860|28124|Ouroux
69|FRA|69240|28125|Bourg-de-Thizy
69|FRA|69670|28126|Vaugneray
69|FRA|69640|28127|Jarnioux
69|FRA|69540|28128|Irigny
69|FRA|69170|28129|Joux
69|FRA|69630|28130|Chaponost
69|FRA|69490|28131|Dareizé
69|FRA|69830|28132|Saint-Georges-de-Reneins
69|FRA|69210|28133|Lentilly
69|FRA|69690|28134|Courzieu
69|FRA|69190|28135|Saint-Fons
69|FRA|69780|28136|Toussieu
69|FRA|69430|28137|Avenas
69|FRA|69970|28138|Chaponnay
69|FRA|69620|28139|Sainte-Paule
69|FRA|69400|28140|Liergues
69|FRA|69220|28141|Lancié
69|FRA|69230|28142|Saint-Genis-Laval
69|FRA|69640|28143|Rivolet
69|FRA|69550|28144|Amplepuis
69|FRA|69590|28145|Saint-Symphorien-sur-Coise
69|FRA|69170|28146|Sauvages
69|FRA|69460|28147|Le Perréon
69|FRA|69290|28148|Saint-Genis-les-Ollières
69|FRA|69360|28149|Saint-Symphorien-d'Ozon
69|FRA|69610|28150|Haute-Rivoire
69|FRA|69210|28151|Nuelles
69|FRA|69270|28152|Fontaines-Saint-Martin
69|FRA|69001-69002-69003-69004-69005-69006-69007-69008-69009|28153|Lyon
69|FRA|69620|28154|Saint-Laurent-d'Oingt
69|FRA|69620|28155|Le Breuil
69|FRA|69620|28156|Oingt
69|FRA|69380|28157|Chazay-d'Azergues
69|FRA|69870|28158|Poule-les-Écharmeaux
69|FRA|69800|28159|Saint-Priest
69|FRA|69380|28160|Dommartin
69|FRA|69620|28161|Saint-Vérand
69|FRA|69220|28162|Charentay
69|FRA|69620|28163|Létra
69|FRA|69620|28164|Frontenas
69|FRA|69126|28165|Brindas
69|FRA|69620|28166|Légny
69|FRA|69210|28167|Bully
69|FRA|69870|28168|Claveisolles
69|FRA|69360|28169|Simandres
